id	Centroid_X	Centroid_Y	Centroid_Z	UMAP_1	UMAP_2	Cell_class	Bregma	Neuron_cluster_ID	Gad1	Slc17a6	Aqp4	Esr1	total_counts
cell_71196	127.0	-18.7	1040.0	-0.473	3.872	Endothelial 1	0.26		0.0	0.0	0.0	0.0	184.3
cell_71197	129.3	-79.6	1040.0	7.384	1.486	OD Immature 1	0.26		9.0	1.1	0.5	0.5	254.2
cell_71198	132.2	-25.9	1040.0	4.11	3.181	OD Immature 1	0.26		6.1	0.0	0.0	0.0	219.7
cell_71199	133.3	45.8	1040.0	8.515	2.225	Excitatory	0.26	E-13	1.8	16.6	0.0	0.0	175.5
cell_71200	141.0	49.3	1040.0	9.091	5.468	Inhibitory	0.26	I-1	32.7	0.0	2.5	0.0	158.6
cell_71201	146.1	64.8	1040.0	8.831	6.136	Inhibitory	0.26	I-1	11.6	0.0	0.0	0.0	115.7
cell_71202	149.3	14.6	1040.0	-0.53	3.887	Endothelial 1	0.26		0.0	1.1	0.0	0.0	159.0
cell_71203	149.0	31.7	1040.0	3.936	5.381	Astrocyte	0.26		4.3	0.0	11.8	0.0	148.0
cell_71204	150.5	-87.1	1040.0	2.654	6.046	Astrocyte	0.26		0.0	0.0	0.0	0.0	178.0
cell_71205	163.2	-27.0	1040.0	-1.261	4.404	Endothelial 1	0.26		0.0	1.1	1.1	0.0	277.3
cell_71206	175.5	-113.4	1040.0	5.96	3.565	Excitatory	0.26	E-30	16.9	5.9	5.1	0.8	247.0
cell_71207	181.3	25.5	1040.0	3.252	0.103	OD Mature 2	0.26		2.8	0.9	0.0	0.0	275.6
cell_71208	182.5	46.5	1040.0	6.593	6.741	Astrocyte	0.26		0.0	0.0	3.6	0.0	155.6
cell_71209	185.2	-2.6	1040.0	8.369	2.854	Inhibitory	0.26	I-6	18.0	0.6	0.0	5.4	205.5
cell_71210	201.1	-14.8	1040.0	7.611	3.431	Inhibitory	0.26	I-4	19.6	3.1	0.0	0.0	206.1
cell_71211	200.6	-57.4	1040.0	9.036	2.178	Excitatory	0.26	E-11	1.5	30.9	1.5	0.7	266.7
cell_71212	210.8	32.6	1040.0	6.749	0.368	Ambiguous	0.26		28.1	3.2	0.5	2.1	291.4
cell_71213	212.0	-85.0	1040.0	5.373	7.674	Astrocyte	0.26		0.0	1.1	6.4	1.1	141.6
cell_71214	214.4	-70.3	1040.0	2.464	-0.71	OD Mature 2	0.26		0.0	0.0	0.9	0.0	322.2
cell_71215	215.3	-36.5	1040.0	8.779	3.881	Excitatory	0.26	E-11	1.5	19.7	0.0	0.0	184.8
cell_71216	224.1	43.4	1040.0	9.343	4.882	Inhibitory	0.26	I-10	26.3	2.4	0.0	0.0	246.6
cell_71217	230.6	-11.0	1040.0	3.363	5.547	Astrocyte	0.26		1.9	0.0	7.7	0.0	133.3
cell_71218	236.0	-61.8	1040.0	-0.495	2.479	Endothelial 1	0.26		1.3	0.0	0.0	0.0	237.1
cell_71219	239.0	-35.6	1040.0	7.879	3.437	Inhibitory	0.26	I-4	30.2	2.9	0.0	0.0	216.8
cell_71220	241.3	31.1	1040.0	0.009	2.936	Endothelial 1	0.26		0.0	0.0	0.0	0.0	205.9
cell_71221	240.1	-21.7	1040.0	9.127	2.971	Excitatory	0.26	E-11	0.9	41.5	0.9	4.4	229.2
cell_71222	245.0	43.9	1040.0	9.102	1.732	Excitatory	0.26	E-6	0.0	19.9	0.0	0.0	219.9
cell_71223	245.6	66.6	1040.0	8.656	4.504	Inhibitory	0.26	I-1	13.8	2.3	0.0	0.0	151.7
cell_71224	259.2	-58.5	1040.0	10.02	1.874	Inhibitory	0.26	I-6	56.8	2.0	1.0	0.0	231.3
cell_71225	259.0	-34.4	1040.0	9.125	4.102	Inhibitory	0.26	I-10	6.5	3.9	0.0	0.0	216.5
cell_71226	274.2	-2.6	1040.0	4.231	5.555	Astrocyte	0.26		9.5	1.9	13.3	0.0	220.6
cell_71227	277.0	31.9	1040.0	7.324	1.168	Ambiguous	0.26		14.4	3.9	0.6	1.7	222.9
cell_71228	277.0	-50.7	1040.0	9.148	4.974	OD Immature 1	0.26		58.1	7.8	3.9	0.0	318.2
cell_71229	277.7	-76.4	1040.0	8.673	2.798	Inhibitory	0.26	I-6	89.7	1.4	0.0	0.0	243.1
cell_71230	278.8	53.6	1040.0	-0.276	4.531	Endothelial 1	0.26		4.3	0.0	0.0	0.0	263.2
cell_71231	109.7	-67.0	1040.0	7.759	2.89	Inhibitory	0.26	I-8	80.3	0.0	0.7	0.0	280.1
cell_71232	131.0	-102.9	1040.0	9.793	0.036	Excitatory	0.26	E-2	0.8	14.6	1.5	1.5	252.5
cell_71233	140.9	-101.4	1040.0	4.586	5.753	Astrocyte	0.26		1.5	1.5	9.0	0.0	199.3
cell_71234	142.3	-76.6	1040.0	9.616	1.122	Excitatory	0.26	E-11	0.0	7.9	1.3	0.0	176.6
cell_71235	143.6	-54.6	1040.0	12.519	2.881	Inhibitory	0.26	I-12	41.4	1.0	0.0	3.5	249.3
cell_71236	164.0	-94.3	1040.0	9.668	1.928	Inhibitory	0.26	I-19	17.9	1.2	0.0	0.0	268.5
cell_71237	193.1	-37.0	1040.0	3.727	5.695	Astrocyte	0.26		6.6	2.2	11.0	0.0	195.6
cell_71238	194.1	33.8	1040.0	4.875	2.779	OD Immature 1	0.26		10.4	0.0	0.0	0.0	324.4
cell_71239	201.9	13.7	1040.0	8.726	3.06	Inhibitory	0.26	I-4	48.3	1.9	0.0	6.8	196.3
cell_71240	203.2	-30.8	1040.0	-0.233	3.77	Endothelial 1	0.26		3.1	0.0	0.0	0.0	273.7
cell_71241	252.6	1.2	1040.0	8.249	4.063	Inhibitory	0.26	I-8	44.7	4.6	0.0	0.0	251.9
cell_71242	264.4	-107.2	1040.0	8.957	2.406	Inhibitory	0.26	I-1	46.4	1.8	0.0	0.0	184.7
cell_71243	265.8	-2.8	1040.0	7.888	4.024	Inhibitory	0.26	I-10	11.1	1.6	0.0	0.0	180.2
cell_71244	283.9	-38.0	1040.0	-1.485	3.03	Endothelial 1	0.26		0.0	0.0	0.0	0.0	111.8
cell_71245	290.5	60.0	1040.0	8.896	3.496	Inhibitory	0.26	I-1	37.4	1.7	0.9	0.0	164.7
cell_71246	138.1	-36.0	1040.0	3.65	5.788	Astrocyte	0.26		0.0	0.0	8.3	0.0	155.7
cell_71247	216.1	-47.9	1040.0	9.593	2.854	Inhibitory	0.26	I-3	22.7	3.4	0.0	0.0	179.7
cell_71248	220.1	6.2	1040.0	9.892	2.547	Inhibitory	0.26	I-10	23.2	0.9	0.0	0.9	209.6
cell_71249	226.0	-108.7	1040.0	9.527	4.161	Inhibitory	0.26	I-1	14.6	1.7	0.9	0.0	153.3
cell_71250	235.6	-78.7	1040.0	9.015	4.467	Excitatory	0.26	E-6	8.0	0.0	0.0	0.0	187.6
cell_71251	257.7	-82.5	1040.0	9.457	4.494	Inhibitory	0.26	I-1	43.1	1.7	0.0	0.0	188.2
cell_71252	289.4	-5.3	1040.0	9.452	2.728	Inhibitory	0.26	I-10	65.6	4.2	2.8	0.0	254.7
cell_71253	106.8	-1.3	1040.0	-0.576	2.631	Endothelial 1	0.26		0.0	0.0	0.0	0.0	274.5
cell_71254	156.1	-19.6	1040.0	4.167	5.5	Astrocyte	0.26		0.7	0.0	14.6	0.0	129.5
cell_71255	164.3	-67.7	1040.0	9.568	2.68	Astrocyte	0.26		2.8	8.5	5.7	0.0	114.3
cell_71256	197.2	-87.3	1040.0	1.26	0.409	OD Mature 1	0.26		5.8	0.0	0.0	0.0	185.7
cell_71257	211.0	-1.7	1040.0	9.239	5.472	Inhibitory	0.26	I-1	15.0	0.0	0.0	0.0	176.9
cell_71258	242.5	8.6	1040.0	8.893	3.614	Inhibitory	0.26	I-1	43.0	1.5	0.7	0.0	136.0
cell_71259	242.5	36.9	1040.0	2.578	6.322	Astrocyte	0.26		0.0	0.0	9.1	0.0	200.0
cell_71260	250.8	-82.6	1040.0	7.386	3.61	Inhibitory	0.26	I-8	32.5	2.2	2.2	0.0	207.2
cell_71261	284.7	-17.2	1040.0	6.725	1.331	Ambiguous	0.26		25.9	1.8	1.8	0.0	313.8
cell_71262	124.8	-154.1	1040.0	9.142	2.376	OD Immature 1	0.26		13.0	1.0	1.0	0.0	205.5
cell_71263	123.2	-291.0	1040.0	3.533	5.318	Astrocyte	0.26		1.5	0.0	15.1	0.0	129.8
cell_71264	140.3	-280.8	1040.0	-0.085	2.695	Endothelial 1	0.26		0.0	0.0	1.3	0.0	233.7
cell_71265	145.4	-251.3	1040.0	4.519	-0.228	OD Mature 2	0.26		3.2	0.8	5.6	0.0	277.4
cell_71266	147.2	-176.4	1040.0	3.762	5.393	Astrocyte	0.26		2.5	2.5	6.2	0.0	180.6
cell_71267	146.8	-196.7	1040.0	1.347	-0.137	OD Mature 2	0.26		0.0	2.6	0.0	0.0	258.5
cell_71268	147.3	-306.5	1040.0	0.201	4.653	Endothelial 1	0.26		0.0	0.0	0.0	0.0	231.8
cell_71269	155.7	-310.3	1040.0	-0.488	2.772	Endothelial 1	0.26		0.0	0.0	2.2	0.0	276.0
cell_71270	153.4	-282.3	1040.0	0.554	4.95	Endothelial 3	0.26		4.4	0.9	0.0	0.0	239.3
cell_71271	157.3	-274.1	1040.0	-0.933	3.692	Endothelial 1	0.26		0.0	0.0	1.0	0.0	314.7
cell_71272	158.1	-246.9	1040.0	4.15	3.502	OD Immature 1	0.26		5.6	1.9	0.0	0.0	336.4
cell_71273	158.2	-262.8	1040.0	-0.135	3.779	Endothelial 1	0.26		0.0	0.0	0.0	0.0	309.0
cell_71274	168.5	-276.7	1040.0	4.516	5.711	Astrocyte	0.26		0.0	0.0	15.1	0.0	235.8
cell_71275	178.8	-264.5	1040.0	7.408	2.09	Inhibitory	0.26	I-20	66.2	0.0	0.5	0.5	278.2
cell_71276	178.1	-308.4	1040.0	4.14	3.102	OD Immature 1	0.26		3.9	1.3	0.0	0.0	164.4
cell_71277	187.0	-257.8	1040.0	8.53	6.127	Inhibitory	0.26	I-21	20.0	0.0	0.0	0.0	140.0
cell_71278	196.1	-233.9	1040.0	2.415	0.396	Ambiguous	0.26		7.8	0.0	1.9	0.0	269.8
cell_71279	202.8	-182.4	1040.0	5.97	4.473	Astrocyte	0.26		0.6	5.1	5.1	0.0	194.3
cell_71280	202.5	-168.7	1040.0	4.215	2.681	OD Immature 1	0.26		0.0	0.0	0.0	0.0	281.2
cell_71281	203.3	-139.4	1040.0	10.066	4.526	Ambiguous	0.26		18.5	0.0	0.0	0.0	195.8
cell_71282	204.2	-232.5	1040.0	2.997	1.111	Ambiguous	0.26		0.0	0.0	9.3	0.0	276.3
cell_71283	209.8	-299.7	1040.0	10.674	1.993	Inhibitory	0.26	I-1	11.5	1.2	0.0	0.0	153.8
cell_71284	219.5	-200.3	1040.0	6.206	6.396	Astrocyte	0.26		0.0	1.9	16.1	0.0	187.4
cell_71285	215.1	-157.5	1040.0	9.425	0.888	Excitatory	0.26	E-11	25.3	7.3	0.4	0.0	233.6
cell_71286	222.8	-217.8	1040.0	8.462	4.606	Excitatory	0.26	E-11	0.0	11.9	0.0	0.0	130.2
cell_71287	232.8	-243.8	1040.0	3.467	5.219	Astrocyte	0.26		0.0	0.0	11.3	0.0	121.3
cell_71288	241.9	-287.7	1040.0	-0.035	3.347	Endothelial 1	0.26		0.0	2.9	0.0	0.0	306.4
cell_71289	241.9	-146.4	1040.0	7.966	4.296	Inhibitory	0.26	I-1	11.4	1.1	0.0	0.0	76.5
cell_71290	259.1	-161.3	1040.0	2.909	5.423	Astrocyte	0.26		3.1	0.0	21.9	0.0	184.5
cell_71291	263.7	-249.4	1040.0	8.278	1.938	Ambiguous	0.26		14.3	1.3	7.1	0.0	234.5
cell_71292	265.9	-310.6	1040.0	3.714	5.504	Astrocyte	0.26		0.0	0.0	2.9	0.0	136.7
cell_71293	267.5	-280.5	1040.0	3.063	-1.601	OD Mature 2	0.26		0.0	0.0	0.0	0.0	273.2
cell_71294	277.0	-282.6	1040.0	1.774	-0.166	OD Mature 2	0.26		0.0	0.0	0.0	0.0	247.7
cell_71295	276.8	-219.0	1040.0	3.564	5.974	Astrocyte	0.26		3.1	6.2	15.4	0.0	244.2
cell_71296	278.6	-147.6	1040.0	8.318	2.053	Inhibitory	0.26	I-10	16.6	2.0	1.0	0.0	196.0
cell_71297	121.8	-170.3	1040.0	8.953	1.035	OD Immature 1	0.26		6.5	1.2	0.0	0.0	257.4
cell_71298	126.0	-209.3	1040.0	9.092	1.007	Excitatory	0.26	E-2	0.0	11.8	0.7	0.7	169.3
cell_71299	135.9	-152.9	1040.0	5.14	5.186	Astrocyte	0.26		1.0	0.0	7.7	0.0	167.6
cell_71300	165.8	-196.1	1040.0	9.738	2.792	Inhibitory	0.26	I-12	23.8	2.9	0.7	11.5	227.9
cell_71301	193.8	-154.0	1040.0	8.421	5.475	Inhibitory	0.26	I-18	11.1	2.2	0.0	0.0	146.4
cell_71302	242.5	-221.0	1040.0	2.393	3.257	Microglia	0.26		0.0	0.0	0.8	0.0	91.5
cell_71303	118.5	-195.9	1040.0	-0.081	3.862	Endothelial 3	0.26		0.0	1.6	0.0	0.0	166.5
cell_71304	122.4	-318.4	1040.0	9.769	2.493	Inhibitory	0.26	I-1	0.0	7.3	0.7	0.0	127.4
cell_71305	172.7	-199.7	1040.0	4.786	3.052	OD Immature 1	0.26		0.0	2.4	0.0	0.0	228.6
cell_71306	181.2	-197.7	1040.0	8.279	3.887	Excitatory	0.26	E-4	0.0	10.3	3.9	0.0	165.2
cell_71307	201.1	-192.3	1040.0	3.069	5.361	Astrocyte	0.26		3.1	0.0	1.5	0.0	141.6
cell_71308	236.3	-314.2	1040.0	4.297	0.401	OD Mature 1	0.26		10.9	0.6	3.0	0.0	141.0
cell_71309	272.4	-209.2	1040.0	8.988	2.053	Ambiguous	0.26		27.6	0.0	3.2	0.0	258.5
cell_71310	181.3	-139.1	1040.0	8.389	5.703	Inhibitory	0.26	I-1	4.2	0.0	2.1	0.0	114.8
cell_71311	239.1	-282.4	1040.0	5.374	3.206	OD Immature 1	0.26		1.6	1.0	0.0	0.0	257.5
cell_71312	157.2	-232.5	1040.0	0.129	5.218	Endothelial 3	0.26		2.0	0.0	0.0	0.0	215.1
cell_71313	172.6	-220.4	1040.0	7.179	2.076	Ambiguous	0.26		29.1	0.0	0.5	0.5	191.0
cell_71314	111.1	-372.8	1040.0	4.31	4.892	Microglia	0.26		0.0	0.0	17.6	0.0	236.6
cell_71315	115.5	-503.6	1040.0	4.904	6.361	Astrocyte	0.26		0.0	4.0	12.1	0.0	154.6
cell_71316	118.3	-446.5	1040.0	5.752	1.736	Ambiguous	0.26		16.0	2.1	0.0	0.5	296.6
cell_71317	125.8	-454.3	1040.0	8.52	2.488	Inhibitory	0.26	I-1	15.7	1.6	1.6	0.0	177.6
cell_71318	131.2	-413.2	1040.0	3.864	5.638	Astrocyte	0.26		0.0	1.9	17.7	0.0	171.9
cell_71319	132.1	-489.5	1040.0	0.087	3.129	Endothelial 1	0.26		1.0	0.0	1.0	0.0	325.5
cell_71320	135.3	-371.0	1040.0	8.073	4.698	Inhibitory	0.26	I-5	29.1	0.0	0.0	0.0	221.6
cell_71321	139.8	-513.2	1040.0	6.524	1.713	Ambiguous	0.26		46.3	0.5	0.5	0.0	283.4
cell_71322	139.2	-380.8	1040.0	-1.438	3.639	Endothelial 1	0.26		0.0	3.5	0.0	0.0	176.9
cell_71323	139.9	-393.3	1040.0	0.426	5.285	Ambiguous	0.26		3.1	0.5	1.0	0.0	250.1
cell_71324	144.1	-475.1	1040.0	9.623	4.821	Inhibitory	0.26	I-21	22.6	2.4	0.0	0.0	165.5
cell_71325	143.8	-359.9	1040.0	0.74	5.645	Endothelial 2	0.26		0.0	0.0	3.0	0.0	251.5
cell_71326	151.6	-378.4	1040.0	-0.616	4.149	Endothelial 1	0.26		0.7	0.0	0.0	0.0	224.3
cell_71327	156.1	-510.4	1040.0	6.885	2.091	Inhibitory	0.26	I-6	59.5	2.2	0.0	0.7	290.9
cell_71328	165.3	-481.5	1040.0	7.004	2.177	Inhibitory	0.26	I-5	91.7	2.8	0.4	0.0	290.7
cell_71329	168.0	-442.0	1040.0	7.967	3.858	Inhibitory	0.26	I-25	32.1	0.0	0.0	0.0	274.6
cell_71330	173.6	-380.1	1040.0	3.29	6.083	Astrocyte	0.26		0.0	6.8	47.4	0.0	345.3
cell_71331	178.0	-500.3	1040.0	6.854	2.102	OD Immature 1	0.26		28.8	1.5	0.0	0.0	293.2
cell_71332	181.5	-361.2	1040.0	7.734	2.667	Inhibitory	0.26	I-5	41.3	2.0	0.7	0.0	237.8
cell_71333	198.2	-491.4	1040.0	6.714	1.709	Ambiguous	0.26		62.1	4.7	0.0	0.0	321.4
cell_71334	195.0	-425.5	1040.0	0.845	0.731	OD Mature 2	0.26		0.0	0.0	0.0	0.0	207.7
cell_71335	199.6	-467.6	1040.0	5.982	1.517	Ambiguous	0.26		14.9	10.6	2.0	0.0	381.4
cell_71336	202.3	-359.9	1040.0	9.606	1.637	Microglia	0.26		1.8	12.1	0.6	0.0	216.6
cell_71337	203.3	-402.9	1040.0	-0.385	2.873	Endothelial 1	0.26		4.1	0.0	2.8	0.0	145.0
cell_71338	202.1	-422.2	1040.0	6.628	1.728	Ambiguous	0.26		50.3	4.8	1.2	0.0	266.7
cell_71339	218.4	-447.9	1040.0	7.848	2.638	Inhibitory	0.26	I-5	63.5	0.7	0.7	0.7	313.6
cell_71340	216.5	-493.6	1040.0	3.296	0.4	OD Mature 2	0.26		10.8	3.1	0.0	0.0	370.9
cell_71341	218.3	-508.5	1040.0	7.354	3.676	Inhibitory	0.26	I-5	102.4	2.6	6.5	0.0	285.0
cell_71342	229.6	-382.8	1040.0	5.794	1.594	Ambiguous	0.26		1.1	2.2	0.7	0.4	367.2
cell_71343	228.3	-455.8	1040.0	3.38	6.041	Astrocyte	0.26		0.0	0.0	19.7	0.0	259.5
cell_71344	230.8	-512.7	1040.0	5.356	5.705	Ambiguous	0.26		49.4	0.0	9.6	0.0	272.2
cell_71345	234.4	-518.8	1040.0	4.44	7.127	Astrocyte	0.26		0.0	0.0	16.5	0.0	166.7
cell_71346	234.4	-488.8	1040.0	7.392	2.271	Inhibitory	0.26	I-5	154.5	1.0	0.5	0.0	345.5
cell_71347	239.9	-424.5	1040.0	7.182	2.456	Inhibitory	0.26	I-20	53.7	2.4	0.0	0.6	275.9
cell_71348	248.2	-459.6	1040.0	1.889	-0.322	OD Mature 2	0.26		0.0	2.0	0.0	0.0	308.8
cell_71349	252.3	-467.7	1040.0	7.819	0.518	Ambiguous	0.26		1.8	26.1	0.0	0.9	317.4
cell_71350	255.8	-359.0	1040.0	4.315	3.233	OD Immature 1	0.26		0.0	0.0	1.0	0.0	196.1
cell_71351	258.0	-443.8	1040.0	-1.755	4.089	Endothelial 1	0.26		4.0	0.0	0.0	0.0	295.9
cell_71352	258.9	-515.1	1040.0	7.212	1.928	Inhibitory	0.26	I-5	61.5	7.8	0.0	0.0	263.6
cell_71353	274.0	-371.4	1040.0	6.543	0.209	Ambiguous	0.26		23.4	0.5	0.5	0.0	274.3
cell_71354	274.6	-400.9	1040.0	4.344	6.112	Astrocyte	0.26		0.0	1.6	21.8	0.0	224.4
cell_71355	277.6	-389.5	1040.0	6.406	2.593	OD Immature 1	0.26		18.5	2.7	1.6	0.0	240.5
cell_71356	283.6	-424.8	1040.0	3.16	5.871	Ambiguous	0.26		16.5	0.0	0.0	0.0	102.6
cell_71357	288.5	-405.3	1040.0	1.531	-0.12	OD Mature 2	0.26		0.0	0.0	3.5	0.0	311.2
cell_71358	118.8	-353.0	1040.0	11.823	1.116	Inhibitory	0.26	I-4	41.2	2.2	0.0	1.1	266.9
cell_71359	140.9	-346.8	1040.0	-0.642	3.528	Endothelial 1	0.26		3.8	0.0	0.0	0.0	246.8
cell_71360	144.3	-454.6	1040.0	2.826	5.274	Astrocyte	0.26		0.0	6.4	15.9	0.0	190.7
cell_71361	147.0	-346.1	1040.0	-0.051	3.862	Endothelial 1	0.26		1.4	0.0	1.4	0.0	289.5
cell_71362	155.2	-423.3	1040.0	2.17	-0.754	OD Mature 2	0.26		4.1	1.0	0.0	0.0	197.5
cell_71363	169.9	-447.9	1040.0	3.723	5.005	Astrocyte	0.26		15.9	0.0	4.8	0.0	201.8
cell_71364	283.9	-452.3	1040.0	9.313	1.355	Inhibitory	0.26	I-18	26.3	0.0	2.0	0.0	227.5
cell_71365	163.9	-351.5	1040.0	5.623	7.127	Astrocyte	0.26		4.7	0.0	17.6	0.0	148.0
cell_71366	179.3	-413.9	1040.0	7.358	2.3	Inhibitory	0.26	I-5	40.9	1.4	1.4	0.0	196.7
cell_71367	218.5	-380.8	1040.0	1.268	-1.081	OD Mature 2	0.26		2.1	0.0	0.0	0.0	254.9
cell_71368	222.3	-340.5	1040.0	9.84	0.402	Excitatory	0.26	E-11	0.6	7.9	0.6	0.0	162.6
cell_71369	250.5	-342.3	1040.0	9.687	3.731	Astrocyte	0.26		3.9	0.0	2.6	0.0	162.3
cell_71370	257.3	-483.5	1040.0	6.883	1.528	Ambiguous	0.26		88.0	0.5	1.6	0.0	270.2
cell_71371	255.5	-336.3	1040.0	2.452	3.193	Microglia	0.26		0.0	0.0	0.0	0.0	146.7
cell_71372	240.3	-390.9	1040.0	8.143	4.888	Inhibitory	0.26	I-10	30.6	0.0	4.4	0.0	217.0
cell_71373	159.8	-396.5	1040.0	7.863	2.666	Inhibitory	0.26	I-5	53.6	2.0	0.0	0.0	225.4
cell_71374	164.0	-466.3	1040.0	5.846	1.957	Ambiguous	0.26		23.8	0.0	1.3	0.0	302.2
cell_71375	172.0	-428.6	1040.0	3.992	0.452	Astrocyte	0.26		9.8	0.0	3.3	0.0	238.8
cell_71376	193.7	-340.3	1040.0	7.67	2.917	Inhibitory	0.26	I-8	34.1	2.1	0.0	0.0	133.2
cell_71377	239.2	-467.0	1040.0	1.846	3.852	Microglia	0.26		0.0	0.0	0.0	0.0	85.9
cell_71378	248.9	-451.5	1040.0	7.936	2.098	Excitatory	0.26	E-20	5.0	16.1	1.2	0.0	211.7
cell_71379	268.6	-463.2	1040.0	8.011	1.435	Inhibitory	0.26	I-3	31.9	1.0	0.0	0.0	245.0
cell_71380	268.7	-455.4	1040.0	4.465	6.379	Astrocyte	0.26		0.0	2.5	22.2	0.0	233.1
cell_71381	111.7	-711.7	1040.0	2.101	0.064	OD Mature 2	0.26		0.0	0.0	4.0	0.0	305.8
cell_71382	115.1	-576.3	1040.0	4.719	6.386	Astrocyte	0.26		2.8	1.4	15.2	0.0	181.5
cell_71383	114.0	-681.5	1040.0	7.956	0.557	Ambiguous	0.26		11.9	2.0	7.9	0.0	243.7
cell_71384	118.2	-645.6	1040.0	4.849	2.76	OD Immature 1	0.26		0.0	1.4	5.5	0.0	228.0
cell_71385	121.4	-555.5	1040.0	10.818	2.532	Excitatory	0.26	E-20	2.7	14.4	0.0	0.0	213.1
cell_71386	124.4	-597.0	1040.0	7.878	4.547	Inhibitory	0.26	I-1	41.0	1.6	1.6	0.0	161.6
cell_71387	131.0	-692.9	1040.0	4.631	6.11	Astrocyte	0.26		1.5	0.0	7.3	0.0	196.0
cell_71388	135.3	-716.5	1040.0	4.835	3.212	OD Immature 1	0.26		1.0	1.0	1.0	0.0	258.0
cell_71389	135.4	-662.4	1040.0	11.501	2.195	Inhibitory	0.26	I-13	22.8	0.0	0.0	0.0	223.0
cell_71390	136.6	-551.0	1040.0	5.613	1.728	Ambiguous	0.26		19.3	1.5	0.4	0.0	344.6
cell_71391	140.0	-611.7	1040.0	8.231	5.076	Inhibitory	0.26	I-5	117.3	0.0	0.0	0.0	406.4
cell_71392	150.7	-585.5	1040.0	5.516	2.653	OD Immature 1	0.26		31.8	7.2	0.0	0.0	242.0
cell_71393	151.5	-673.4	1040.0	6.834	3.072	Inhibitory	0.26	I-5	22.7	2.0	0.0	0.0	165.9
cell_71394	156.4	-582.8	1040.0	8.538	5.516	Excitatory	0.26	E-24	0.0	12.7	0.0	0.0	161.9
cell_71395	160.1	-590.8	1040.0	8.886	4.353	Inhibitory	0.26	I-5	81.9	1.4	0.0	0.0	255.6
cell_71396	159.5	-551.7	1040.0	5.921	1.87	Ambiguous	0.26		43.2	0.0	0.0	0.8	393.2
cell_71397	165.7	-646.4	1040.0	7.143	2.796	Inhibitory	0.26	I-5	80.8	0.7	1.4	0.0	318.0
cell_71398	169.4	-661.1	1040.0	5.042	6.177	Astrocyte	0.26		3.2	1.1	18.0	0.0	223.3
cell_71399	171.3	-555.3	1040.0	8.421	2.201	Inhibitory	0.26	I-21	49.7	1.8	0.0	0.9	250.2
cell_71400	174.9	-567.1	1040.0	1.864	0.406	OD Mature 2	0.26		0.0	0.0	0.0	0.0	261.4
cell_71401	173.3	-710.9	1040.0	7.915	0.208	Ambiguous	0.26		2.2	6.6	4.0	0.0	233.2
cell_71402	175.9	-681.7	1040.0	5.546	5.251	Ambiguous	0.26		11.3	1.9	3.8	0.0	223.3
cell_71403	180.2	-644.7	1040.0	8.446	4.26	Inhibitory	0.26	I-37	115.2	0.0	0.0	0.0	377.0
cell_71404	184.5	-546.4	1040.0	8.731	4.816	Excitatory	0.26	E-11	0.0	9.5	0.0	0.0	216.7
cell_71405	184.5	-610.6	1040.0	8.091	1.674	Inhibitory	0.26	I-21	12.4	15.1	0.7	0.0	268.9
cell_71406	186.9	-675.9	1040.0	8.759	5.25	Excitatory	0.26	E-20	0.0	0.0	0.0	0.0	141.9
cell_71407	188.3	-625.9	1040.0	5.94	1.79	Ambiguous	0.26		37.4	1.8	0.0	0.0	370.1
cell_71408	192.5	-666.8	1040.0	9.281	2.728	Excitatory	0.26	E-20	7.8	7.8	3.1	0.0	188.1
cell_71409	198.2	-683.0	1040.0	7.479	3.872	Inhibitory	0.26	I-5	70.5	1.0	0.0	0.0	237.4
cell_71410	208.4	-572.6	1040.0	7.711	2.291	Inhibitory	0.26	I-5	80.0	0.7	4.6	0.0	263.7
cell_71411	210.5	-636.2	1040.0	6.446	1.152	Ambiguous	0.26		21.7	0.9	0.4	0.4	377.2
cell_71412	214.7	-662.3	1040.0	2.662	5.676	Astrocyte	0.26		0.0	0.0	5.6	0.0	208.6
cell_71413	215.2	-538.6	1040.0	6.339	2.626	OD Immature 1	0.26		58.1	0.0	0.0	0.0	350.3
cell_71414	216.7	-545.8	1040.0	7.513	4.656	Inhibitory	0.26	I-5	55.9	0.0	3.5	0.0	243.3
cell_71415	220.1	-551.3	1040.0	2.358	0.497	OD Mature 2	0.26		2.0	2.0	0.0	0.0	379.6
cell_71416	221.3	-703.9	1040.0	8.024	3.04	Inhibitory	0.26	I-30	30.7	4.2	0.0	1.4	304.2
cell_71417	224.0	-563.4	1040.0	9.317	1.761	Excitatory	0.26	E-11	4.2	26.0	0.0	0.0	301.7
cell_71418	224.1	-696.7	1040.0	7.862	4.749	Inhibitory	0.26	I-37	35.7	6.8	0.0	0.0	195.4
cell_71419	232.5	-699.4	1040.0	7.639	4.225	Inhibitory	0.26	I-37	32.9	0.0	0.0	0.0	160.6
cell_71420	234.3	-655.7	1040.0	-1.017	3.232	Endothelial 1	0.26		11.4	0.0	0.0	0.0	228.7
cell_71421	242.2	-544.2	1040.0	7.218	1.475	Ambiguous	0.26		73.9	0.3	0.6	0.0	290.2
cell_71422	238.9	-617.4	1040.0	4.932	1.064	OD Mature 4	0.26		37.5	0.8	0.8	0.0	213.8
cell_71423	241.3	-701.1	1040.0	7.612	4.121	Inhibitory	0.26	I-37	24.2	0.0	0.0	0.0	126.6
